TimeStamp,faceId,interocularDistance,glasses,age,ethnicity,gender,dominantEmoji,pitch,yaw,roll,joy,fear,disgust,sadness,anger,surprise,contempt,valence,engagement,smile,innerBrowRaise,browRaise,browFurrow,noseWrinkle,upperLipRaise,lipCornerDepressor,chinRaise,lipPucker,lipPress,lipSuck,mouthOpen,smirk,eyeClosure,attention,eyeWiden,cheekRaise,lidTighten,dimpler,lipStretch,jawDrop,relaxed,smiley,laughing,kissing,disappointed,rage,smirk,wink,stuckOutTongueWinkingEye,stuckOutTongue,flushed,scream,FRUSTRATED,TIRED,ENGAGED,CLASS
84.04,0,103.0463,no,25-34,hispanic,male,Unknown,-15.5014,-9.8244,-3.5289,0.0018,0.0045,0.4294,0.024,0.0045,0.193,0.1958,-0.1258,0.0911,0,0.0247,0.0111,0.0032,0.0711,0.0005,0.0303,0.001,1.9328,0.186,0.0148,0.0091,0.1522,0,91.9466,0,0.0002,0.0461,0.0356,0.0015,0.8089,0.0018,0.0018,0.0018,0.0045,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0287,0,0,1,1
84.08,0,101.5308,no,25-34,hispanic,male,Unknown,-15.5793,-10.9989,-3.9971,0.0018,0.0045,0.4296,0.024,0.0045,0.193,0.1958,-0.1269,0.0925,0,0.0218,0.0141,0.0031,0.0754,0.0006,0.0293,0.0009,2.1378,0.1893,0.0131,0.0089,0.1502,0,90.027,0,0.0002,0.0468,0.0363,0.0015,0.8305,0.0018,0.0018,0.0018,0.0042,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0287,0,0,1,1
84.12,0,102.3743,no,25-34,hispanic,male,Unknown,-15.4302,-10.1887,-3.9658,0.0018,0.0045,0.43,0.024,0.0045,0.193,0.1956,-0.1333,0.0945,0,0.0212,0.0165,0.0032,0.0813,0.0006,0.0277,0.0009,2.4349,0.2054,0.0126,0.0085,0.1421,0,91.3903,0,0.0002,0.0468,0.0364,0.0015,0.8746,0.0018,0.0018,0.0018,0.0039,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0287,0,0,1,1
84.16,0,101.512,no,25-34,hispanic,male,Unknown,-15.7551,-10.2666,-3.7556,0.0018,0.0045,0.4306,0.024,0.0045,0.193,0.1955,-0.1482,0.0974,0,0.0187,0.0198,0.0033,0.0929,0.0007,0.0276,0.0008,2.8428,0.2392,0.0118,0.0081,0.1385,0,91.2671,0,0.0002,0.0492,0.0408,0.0016,0.894,0.0018,0.0018,0.0018,0.0037,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0287,0,0,1,1
84.24,0,103.3033,no,25-34,hispanic,male,Unknown,-15.0914,-10.8851,-4.7732,0.0018,0.0045,0.4313,0.024,0.0045,0.193,0.1958,-0.1473,0.0994,0,0.0203,0.0215,0.0035,0.1061,0.0007,0.0274,0.001,3.11,0.2128,0.0118,0.0079,0.1488,0,90.2294,0,0.0002,0.049,0.0403,0.0016,0.9433,0.0018,0.0018,0.0018,0.0035,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0288,0,0,1,1
84.28,0,102.1409,no,25-34,hispanic,male,Unknown,-14.2537,-9.6032,-4.4966,0.0018,0.0045,0.4301,0.024,0.0045,0.193,0.1958,-0.1282,0.0992,0,0.0212,0.02,0.0032,0.0828,0.0007,0.0262,0.001,3.1041,0.1912,0.0109,0.0077,0.1504,0,92.2682,0,0.0002,0.052,0.0411,0.0017,0.9527,0.0018,0.0018,0.0018,0.0034,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0288,0,0,1,1
84.32,0,101.9066,no,25-34,hispanic,male,Unknown,-14.2745,-8.7933,-3.5337,0.0018,0.0045,0.4296,0.024,0.0045,0.193,0.1954,-0.1165,0.0991,0,0.0253,0.0202,0.0029,0.0724,0.0006,0.0261,0.001,3.1042,0.167,0.0099,0.0075,0.1298,0,93.3475,0,0.0003,0.0559,0.0454,0.0017,0.9351,0.0018,0.0018,0.0018,0.0032,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0288,0,0,1,1
84.36,0,101.9973,no,25-34,hispanic,male,Unknown,-14.6544,-9.8095,-4.4212,0.0018,0.0045,0.4291,0.024,0.0045,0.193,0.1952,-0.1016,0.098,0,0.025,0.0196,0.0026,0.0638,0.0006,0.0256,0.0009,2.9625,0.1337,0.0095,0.0075,0.1227,0,91.9687,0,0.0003,0.0564,0.0424,0.0016,0.9545,0.0018,0.0018,0.0018,0.0031,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0288,0,0,1,1
84.4,0,101.4177,no,25-34,hispanic,male,Unknown,-14.7355,-9.323,-4.5172,0.0018,0.0045,0.4286,0.024,0.0045,0.1931,0.1948,-0.0912,0.0979,0,0.0289,0.0179,0.0025,0.0532,0.0006,0.025,0.0009,2.9546,0.1151,0.0092,0.0079,0.1042,0,92.6586,0,0.0003,0.0603,0.042,0.0016,0.9677,0.0018,0.0018,0.0018,0.003,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0288,0,0,1,1
84.44,0,102.1468,no,25-34,hispanic,male,Unknown,-14.2704,-8.3697,-4.216,0.0018,0.0045,0.4286,0.024,0.0045,0.193,0.1947,-0.0859,0.0973,0,0.0289,0.0158,0.0025,0.0548,0.0005,0.0233,0.0009,2.8684,0.0985,0.0094,0.008,0.1005,0,93.8547,0,0.0003,0.0663,0.0452,0.0016,0.9694,0.0018,0.0018,0.0018,0.003,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0288,0,0,1,1
84.48,0,101.2701,no,25-34,hispanic,male,Unknown,-15.4683,-7.2839,-3.5775,0.0018,0.0045,0.4288,0.024,0.0045,0.193,0.195,-0.0889,0.0952,0,0.0284,0.016,0.0027,0.0583,0.0005,0.0238,0.0009,2.5508,0.1029,0.0085,0.0073,0.1126,0,94.9942,0,0.0003,0.0701,0.0443,0.0017,0.8864,0.0018,0.0018,0.0018,0.0029,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0289,0,0,1,1
84.56,0,102.3107,no,25-34,hispanic,male,Unknown,-15.6202,-7.1048,-3.411,0.0018,0.0045,0.4295,0.024,0.0045,0.193,0.195,-0.0933,0.0937,0,0.0308,0.0152,0.003,0.0703,0.0004,0.024,0.0008,2.3273,0.0946,0.0082,0.0066,0.1109,0,95.1618,0,0.0003,0.0785,0.0407,0.0017,0.8204,0.0018,0.0018,0.0018,0.0029,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0289,0,0,1,1
84.6,0,101.2713,no,25-34,hispanic,male,Unknown,-16.5095,-9.1837,-4.035,0.0018,0.0045,0.43,0.024,0.0045,0.193,0.1949,-0.0995,0.0922,0,0.032,0.014,0.0035,0.0803,0.0004,0.0248,0.0008,2.0841,0.0943,0.0089,0.0064,0.1062,0,92.8459,0,0.0003,0.0826,0.0385,0.0017,0.7879,0.0018,0.0018,0.0018,0.0028,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0289,0,0,1,1
84.64,0,100.8674,no,25-34,hispanic,male,Unknown,-15.8703,-8.0362,-3.5119,0.0018,0.0045,0.4309,0.024,0.0045,0.193,0.1949,-0.1076,0.0909,0,0.0323,0.013,0.0035,0.0963,0.0004,0.0246,0.0008,1.8746,0.0952,0.0086,0.0061,0.1059,0,94.2284,0,0.0003,0.0841,0.0345,0.0017,0.7631,0.0018,0.0018,0.0018,0.0028,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0289,0,0,1,1
84.68,0,100.7879,no,25-34,hispanic,male,Unknown,-15.3098,-8.3028,-3.8314,0.0018,0.0045,0.4314,0.0241,0.0045,0.193,0.1948,-0.1171,0.0899,0,0.0364,0.0119,0.0038,0.1062,0.0004,0.0265,0.0008,1.707,0.1021,0.0082,0.0058,0.1011,0,93.9315,0,0.0002,0.0869,0.0283,0.0017,0.7394,0.0018,0.0018,0.0018,0.0028,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0289,0,0,1,1
84.72,0,100.5894,no,25-34,hispanic,male,Unknown,-15.3327,-8.2505,-3.3338,0.0018,0.0045,0.4312,0.0241,0.0045,0.193,0.1951,-0.1106,0.0882,0,0.0357,0.0124,0.004,0.1024,0.0004,0.0283,0.0008,1.4366,0.0837,0.0074,0.0059,0.1176,0,93.9908,0,0.0002,0.0856,0.0281,0.0017,0.7245,0.0018,0.0018,0.0018,0.0028,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0289,0,0,1,1
84.76,0,101.16,no,25-34,hispanic,male,Unknown,-14.3581,-7.6457,-3.8474,0.0018,0.0045,0.431,0.0241,0.0045,0.193,0.1953,-0.109,0.0876,0,0.0381,0.011,0.0038,0.0988,0.0004,0.0307,0.0008,1.3484,0.0765,0.0073,0.0059,0.1291,0,94.6387,0,0.0002,0.0834,0.0266,0.0017,0.7017,0.0018,0.0018,0.0018,0.0027,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0289,0,0,1,1
84.8,0,100.6397,no,25-34,hispanic,male,Unknown,-14.6306,-8.2914,-3.7145,0.0018,0.0045,0.4309,0.0241,0.0045,0.193,0.1958,-0.1102,0.0866,0,0.041,0.0112,0.0038,0.096,0.0004,0.033,0.0009,1.1896,0.0773,0.007,0.0061,0.1507,0,93.9444,0,0.0002,0.0797,0.0256,0.0018,0.6768,0.0018,0.0018,0.0018,0.0027,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0288,0,0,1,1
84.88,0,101.8021,no,25-34,hispanic,male,Unknown,-14.4157,-8.1281,-4.1339,0.0018,0.0045,0.4301,0.0241,0.0045,0.193,0.1964,-0.1015,0.086,0,0.0377,0.0113,0.0042,0.0824,0.0004,0.036,0.0011,1.1134,0.066,0.0076,0.0059,0.1816,0,94.1275,0,0.0002,0.0755,0.0243,0.0019,0.68,0.0018,0.0018,0.0018,0.0027,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0288,0,0,1,1
84.92,0,101.4536,no,25-34,hispanic,male,Unknown,-13.911,-7.8271,-3.4733,0.0018,0.0045,0.4298,0.0241,0.0045,0.193,0.197,-0.0982,0.0854,0,0.0374,0.0114,0.0037,0.077,0.0004,0.0372,0.0011,1.011,0.0616,0.0078,0.0058,0.2089,0,94.4517,0,0.0002,0.0715,0.0216,0.0019,0.6786,0.0018,0.0018,0.0018,0.0027,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0288,0,0,1,1
84.96,0,101.4933,no,25-34,hispanic,male,Unknown,-14.3051,-7.343,-4.0345,0.0018,0.0045,0.4297,0.0241,0.0045,0.193,0.1975,-0.0969,0.0844,0,0.0385,0.012,0.0034,0.0734,0.0004,0.0405,0.0012,0.8472,0.055,0.0075,0.0056,0.2311,0,94.9377,0,0.0002,0.0664,0.0193,0.002,0.6292,0.0018,0.0018,0.0018,0.0027,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0288,0,0,1,1
85,0,101.0847,no,25-34,hispanic,male,Unknown,-14.7538,-7.8524,-4.0676,0.0018,0.0045,0.4296,0.0241,0.0045,0.193,0.1978,-0.101,0.0834,0,0.0387,0.0115,0.003,0.0728,0.0004,0.0471,0.0012,0.6894,0.0537,0.0084,0.0056,0.2459,0,94.4251,0,0.0003,0.0667,0.0185,0.002,0.578,0.0018,0.0018,0.0018,0.0027,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0288,0,0,1,1
85.04,0,101.7984,no,25-34,hispanic,male,Unknown,-15.3564,-8.3186,-4.591,0.0018,0.0045,0.4297,0.0241,0.0045,0.193,0.1978,-0.102,0.0828,0,0.0364,0.0121,0.0029,0.074,0.0004,0.0525,0.0013,0.5883,0.0447,0.0086,0.0056,0.2464,0,93.9134,0,0.0003,0.066,0.0172,0.002,0.5497,0.0018,0.0018,0.0018,0.0027,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0288,0,0,1,1
85.08,0,100.7479,no,25-34,hispanic,male,Unknown,-15.8323,-8.4305,-4.3068,0.0018,0.0045,0.4297,0.0241,0.0045,0.193,0.1986,-0.1058,0.0822,0,0.0337,0.0128,0.0025,0.0741,0.0004,0.0569,0.0013,0.4823,0.0504,0.0083,0.0058,0.2849,0,93.7842,0,0.0004,0.0615,0.0161,0.0019,0.5008,0.0018,0.0018,0.0018,0.0026,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0288,0,0,1,1
85.12,0,101.5284,no,25-34,hispanic,male,Unknown,-15.9028,-9.4488,-4.2379,0.0018,0.0045,0.4296,0.0241,0.0045,0.193,0.1991,-0.1067,0.0818,0,0.0329,0.0132,0.0022,0.0736,0.0004,0.0589,0.0013,0.4183,0.0508,0.008,0.0054,0.3076,0,92.4856,0,0.0004,0.0586,0.0164,0.0021,0.4573,0.0018,0.0018,0.0018,0.0026,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0288,0,0,1,1
85.16,0,101.5477,no,25-34,hispanic,male,Unknown,-15.0888,-9.494,-4.8129,0.0018,0.0045,0.4298,0.0241,0.0045,0.193,0.1995,-0.1104,0.0815,0,0.0309,0.0134,0.0021,0.0762,0.0004,0.0608,0.0013,0.36,0.0569,0.0079,0.0054,0.3268,0,92.4226,0,0.0005,0.0588,0.0165,0.0021,0.4164,0.0018,0.0018,0.0018,0.0026,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0288,0,0,1,1
85.24,0,101.042,no,25-34,hispanic,male,Unknown,-14.5237,-9.1719,-4.8515,0.0018,0.0045,0.4294,0.0241,0.0045,0.193,0.1992,-0.1104,0.0811,0,0.0264,0.0136,0.0016,0.0698,0.0004,0.0614,0.0015,0.3012,0.0693,0.0099,0.0053,0.312,0,92.8616,0,0.0006,0.0552,0.0155,0.0021,0.3875,0.0018,0.0018,0.0018,0.0025,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0287,0,0,1,1
85.28,0,102.0921,no,25-34,hispanic,male,Unknown,-13.4604,-9.3501,-4.7279,0.0018,0.0045,0.429,0.0241,0.0045,0.193,0.1991,-0.1095,0.0811,0,0.0244,0.0143,0.0016,0.0631,0.0004,0.0616,0.0015,0.2995,0.0775,0.0114,0.0052,0.3095,0,92.6217,0,0.0007,0.0538,0.0153,0.0022,0.3632,0.0018,0.0018,0.0018,0.0025,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0287,0,0,1,1
85.32,0,101.7962,no,25-34,hispanic,male,Unknown,-13.2315,-8.6041,-3.4143,0.0018,0.0045,0.4288,0.0241,0.0045,0.193,0.1988,-0.1157,0.0812,0,0.0227,0.0146,0.0018,0.0605,0.0004,0.0652,0.0015,0.3219,0.0935,0.0136,0.0048,0.2937,0,93.5787,0,0.0008,0.0555,0.0164,0.0024,0.3408,0.0018,0.0018,0.0018,0.0024,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0287,0,0,1,1
85.36,0,102.1994,no,25-34,hispanic,male,Unknown,-12.8994,-8.9769,-4.0413,0.0018,0.0045,0.4286,0.024,0.0045,0.193,0.1982,-0.125,0.0814,0,0.0229,0.0141,0.0019,0.0588,0.0004,0.0676,0.0015,0.3567,0.1198,0.0156,0.0045,0.2683,0,93.1158,0,0.0009,0.0566,0.0186,0.0028,0.3245,0.0018,0.0018,0.0018,0.0024,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0287,0,0,1,1
85.4,0,102.4056,no,25-34,hispanic,male,Unknown,-13.2274,-8.9833,-4.0381,0.0018,0.0045,0.4284,0.024,0.0045,0.193,0.1978,-0.1327,0.0818,0,0.0239,0.0144,0.0024,0.055,0.0004,0.0683,0.0015,0.4345,0.1457,0.0184,0.0042,0.2495,0,93.1076,0,0.0008,0.0605,0.0195,0.0032,0.3105,0.0018,0.0018,0.0018,0.0023,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0286,0,0,1,1
85.44,0,102.7362,no,25-34,hispanic,male,Unknown,-13.1315,-9.0656,-4.4944,0.0018,0.0045,0.4284,0.024,0.0045,0.1929,0.1973,-0.1307,0.0823,0,0.0235,0.0144,0.0031,0.0576,0.0004,0.0652,0.0015,0.5145,0.1395,0.0206,0.0038,0.2255,0,93.0012,0,0.0009,0.0628,0.0202,0.0034,0.2964,0.0018,0.0018,0.0018,0.0023,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0286,0,0,1,1
85.48,0,102.1039,no,25-34,hispanic,male,Unknown,-13.7815,-8.9628,-4.3554,0.0018,0.0045,0.4286,0.024,0.0045,0.1929,0.1975,-0.1457,0.0828,0,0.0225,0.0141,0.0037,0.064,0.0004,0.0676,0.0016,0.5953,0.169,0.0253,0.0036,0.2303,0,93.1339,0,0.001,0.0689,0.0224,0.0037,0.2856,0.0018,0.0018,0.0018,0.0022,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0286,0,0,1,1
85.56,0,101.6156,no,25-34,hispanic,male,Unknown,-14.3073,-9.4171,-4.2935,0.0018,0.0045,0.4289,0.024,0.0045,0.1929,0.197,-0.1559,0.0835,0,0.0231,0.0132,0.0045,0.0712,0.0005,0.0646,0.0016,0.7086,0.1934,0.0281,0.0039,0.2077,0,92.5296,0,0.0009,0.0733,0.0253,0.0035,0.3063,0.0018,0.0018,0.0018,0.0022,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0285,0,0,1,1
85.6,0,102.0051,no,25-34,hispanic,male,Unknown,-14.1939,-9.7012,-4.9004,0.0018,0.0045,0.429,0.024,0.0045,0.1929,0.1964,-0.1577,0.0842,0,0.0235,0.0116,0.0052,0.0754,0.0005,0.0618,0.0017,0.8253,0.193,0.0327,0.0041,0.1776,0,92.1272,0,0.0008,0.0771,0.0276,0.0035,0.3207,0.0018,0.0018,0.0018,0.0021,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0285,0,0,1,1
85.64,0,100.4917,no,25-34,hispanic,male,Unknown,-14.7487,-9.8648,-3.7608,0.0018,0.0045,0.4291,0.024,0.0045,0.1929,0.1961,-0.1714,0.0851,0,0.0215,0.0112,0.0058,0.0804,0.0005,0.0615,0.0019,0.9709,0.2263,0.0389,0.0039,0.1673,0,91.8867,0,0.001,0.0871,0.0343,0.0038,0.3155,0.0018,0.0018,0.0018,0.0021,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0285,0,0,1,1
85.68,0,101.4318,no,25-34,hispanic,male,Unknown,-14.0942,-9.101,-3.6872,0.0018,0.0045,0.4288,0.024,0.0045,0.1929,0.196,-0.1709,0.0857,0,0.0217,0.01,0.0064,0.0776,0.0005,0.0572,0.0021,1.0589,0.2322,0.0449,0.0039,0.1595,0,92.9551,0,0.0009,0.0877,0.0361,0.0038,0.3222,0.0018,0.0018,0.0018,0.0021,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0285,0,0,1,1
85.72,0,101.0109,no,25-34,hispanic,male,Unknown,-14.5468,-9.3484,-4.292,0.0018,0.0045,0.4286,0.024,0.0045,0.1928,0.196,-0.1589,0.087,0,0.0224,0.0094,0.0067,0.0734,0.0005,0.0517,0.0021,1.2836,0.2122,0.0435,0.004,0.1617,0,92.624,0,0.0009,0.0864,0.0334,0.004,0.3337,0.0018,0.0018,0.0018,0.0021,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0285,0,0,1,1
85.76,0,101.641,no,25-34,hispanic,male,Unknown,-14.6994,-9.2183,-4.3276,0.0018,0.0045,0.4286,0.024,0.0045,0.1928,0.1958,-0.144,0.0882,0,0.0239,0.0085,0.0087,0.0724,0.0005,0.0473,0.0021,1.4702,0.1719,0.0427,0.004,0.1526,0,92.7999,0,0.0008,0.0923,0.0355,0.0039,0.3403,0.0018,0.0018,0.0018,0.0021,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0284,0,0,1,1
85.8,0,100.8682,no,25-34,hispanic,male,Unknown,-13.9766,-8.7328,-4.1983,0.0018,0.0045,0.4283,0.024,0.0045,0.1928,0.1959,-0.1366,0.0897,0,0.0255,0.0082,0.0094,0.0672,0.0005,0.0422,0.0022,1.708,0.164,0.0441,0.004,0.155,0,93.4223,0,0.0008,0.0961,0.0383,0.004,0.3436,0.0018,0.0018,0.0018,0.0021,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0284,0,0,1,1
85.88,0,101.1918,no,25-34,hispanic,male,Unknown,-14.0168,-7.9749,-3.781,0.0018,0.0045,0.428,0.0241,0.0045,0.1928,0.1961,-0.1116,0.0912,0,0.0284,0.0078,0.0103,0.0592,0.0004,0.0366,0.002,1.9484,0.1081,0.0392,0.004,0.1666,0,94.2947,0,0.0007,0.0966,0.0339,0.004,0.3493,0.0018,0.0018,0.0018,0.0021,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0284,0,0,1,1
85.92,0,101.6915,no,25-34,hispanic,male,Unknown,-13.6264,-8.7657,-4.0059,0.0018,0.0045,0.4284,0.0241,0.0045,0.1928,0.1964,-0.1094,0.0937,0,0.0306,0.0078,0.0104,0.0655,0.0004,0.0336,0.0019,2.325,0.0986,0.0356,0.0039,0.1778,0,93.3818,0,0.0006,0.0967,0.0335,0.0042,0.35,0.0018,0.0018,0.0018,0.0021,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0284,0,0,1,1
85.96,0,101.1254,no,25-34,hispanic,male,Unknown,-14.6554,-8.8135,-4.0108,0.0018,0.0045,0.4288,0.0241,0.0045,0.1928,0.1967,-0.1164,0.0983,0,0.0322,0.008,0.0109,0.0725,0.0004,0.0347,0.0021,2.9914,0.1067,0.0345,0.0037,0.192,0,93.3224,0,0.0006,0.1001,0.0398,0.0046,0.3569,0.0018,0.0018,0.0018,0.0022,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0284,0,0,1,1
86,0,101.3301,no,25-34,hispanic,male,Unknown,-14.003,-9.211,-4.3875,0.0018,0.0045,0.4289,0.0241,0.0045,0.1928,0.1968,-0.1218,0.102,0,0.0332,0.0086,0.0114,0.0704,0.0004,0.0334,0.0019,3.5067,0.1355,0.0284,0.0037,0.1966,0,92.8096,0,0.0005,0.0954,0.0435,0.0049,0.3703,0.0018,0.0018,0.0018,0.0022,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0284,0,0,1,1
86.04,0,101.0577,no,25-34,hispanic,male,Unknown,-14.0876,-8.4773,-4.3996,0.0018,0.0045,0.4293,0.0241,0.0045,0.1929,0.1967,-0.1181,0.1019,0,0.0355,0.0087,0.0117,0.0772,0.0004,0.0307,0.0017,3.4971,0.1177,0.0269,0.0034,0.1907,0,93.7295,0,0.0004,0.0967,0.0364,0.0047,0.3744,0.0018,0.0018,0.0018,0.0023,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0283,0,0,1,1
86.08,0,100.6622,no,25-34,hispanic,male,Unknown,-14.1942,-7.8686,-3.8835,0.0018,0.0045,0.4298,0.0241,0.0045,0.1929,0.197,-0.1178,0.1022,0,0.0387,0.0093,0.0113,0.0857,0.0004,0.0282,0.0015,3.5178,0.1063,0.026,0.0031,0.2064,0,94.4079,0,0.0004,0.0934,0.0311,0.0047,0.3625,0.0018,0.0018,0.0018,0.0024,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0283,0,0,1,1
86.12,0,100.8253,no,25-34,hispanic,male,Unknown,-13.947,-7.7391,-3.9033,0.0018,0.0045,0.4304,0.0241,0.0045,0.1929,0.1973,-0.1202,0.101,0,0.0426,0.0099,0.0112,0.0957,0.0004,0.0262,0.0014,3.3426,0.1009,0.0239,0.0028,0.2227,0,94.5432,0,0.0004,0.0949,0.027,0.0046,0.3686,0.0018,0.0018,0.0018,0.0024,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0283,0,0,1,1
86.16,0,100.7754,no,25-34,hispanic,male,Unknown,-14.9356,-8.9054,-4.5819,0.0018,0.0045,0.4308,0.0241,0.0045,0.1929,0.1975,-0.1272,0.1013,0,0.0482,0.0099,0.0112,0.1021,0.0003,0.027,0.0012,3.3884,0.1082,0.0222,0.0026,0.23,0,93.207,0,0.0003,0.0908,0.0228,0.0046,0.3716,0.0018,0.0018,0.0018,0.0025,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0283,0,0,1,1
86.24,0,100.7004,no,25-34,hispanic,male,Unknown,-14.9299,-8.4155,-4.9327,0.0018,0.0045,0.4317,0.0241,0.0045,0.193,0.1973,-0.1281,0.0999,0,0.0587,0.0111,0.0114,0.1181,0.0003,0.0263,0.001,3.1769,0.0778,0.0198,0.0024,0.2216,0,93.8017,0,0.0003,0.0972,0.0191,0.0044,0.3793,0.0018,0.0018,0.0018,0.0025,0.0018,0.0045,0,0.0018,2.2978,2.2978,0.0018,0.0283,0,0,1,1
86.28,0,100.2124,no,25-34,hispanic,male,Unknown,-13.8429,-6.4304,-3.2279,0.0018,0.0045,0.4323,0.0241,0.0045,0.193,0.1981,-0.1332,0.0987,0,0.0615,0.012,0.0107,0.1279,0.0003,0.026,0.0009,2.9915,0.0796,0.0174,0.0023,0.2583,0,95.7463,0,0.0003,0.0955,0.0189,0.0043,0.3794,0.0018,0.0018,0.0018,0.0026,0.0018,0.0045,0,0.0019,2.2978,2.2978,0.0018,0.0283,0,0,1,1
86.32,0,100.1517,no,25-34,hispanic,male,Unknown,-13.9972,-7.9266,-3.838,0.0018,0.0046,0.4323,0.0241,0.0045,0.193,0.1986,-0.1341,0.0954,0,0.0625,0.0125,0.0117,0.1261,0.0003,0.0268,0.0008,2.5234,0.0849,0.0144,0.0022,0.2836,0,94.3464,0,0.0003,0.0993,0.0174,0.004,0.3686,0.0018,0.0018,0.0018,0.0026,0.0018,0.0045,0,0.0019,2.2978,2.2978,0.0018,0.0283,0,0,1,1
86.36,0,100.791,no,25-34,hispanic,male,Unknown,-14.3,-8.4359,-3.893,0.0018,0.0046,0.4322,0.0241,0.0045,0.1931,0.1984,-0.1361,0.0924,0,0.0673,0.0119,0.0113,0.1235,0.0003,0.0264,0.0008,2.081,0.0927,0.0138,0.0022,0.2719,0,93.7779,0,0.0003,0.1001,0.0166,0.0036,0.37,0.0018,0.0018,0.0018,0.0027,0.0018,0.0045,0,0.0019,2.2978,2.2978,0.0018,0.0283,0,0,1,1
86.4,0,100.947,no,25-34,hispanic,male,Unknown,-14.2896,-8.0173,-4.2249,0.0018,0.0046,0.4319,0.0241,0.0045,0.1931,0.198,-0.1294,0.0899,0,0.0674,0.0119,0.0116,0.1181,0.0003,0.0262,0.0009,1.7003,0.0802,0.0136,0.0023,0.2565,0,94.2489,0,0.0003,0.0986,0.014,0.0031,0.3747,0.0018,0.0018,0.0018,0.0027,0.0018,0.0045,0,0.0019,2.2978,2.2978,0.0018,0.0283,0,0,1,1
86.44,0,100.7778,no,25-34,hispanic,male,Unknown,-14.6748,-8.4484,-4.2131,0.0018,0.0046,0.4316,0.0241,0.0045,0.1931,0.1979,-0.1277,0.0877,0,0.0765,0.0113,0.0119,0.1126,0.0003,0.026,0.0009,1.3521,0.0761,0.0121,0.0023,0.2492,0,93.7633,0,0.0003,0.0982,0.0121,0.0027,0.367,0.0018,0.0018,0.0018,0.0027,0.0018,0.0045,0,0.0019,2.2978,2.2978,0.0018,0.0283,0,0,1,1
